surface,species,dE_star,n_sites
Pt9Sc3,N1,-276.00978241730627,3
Pt9Sc3,O1,-443.5059987315217,3
Pt9Sc3,S1,-334.1009457874716,3
Pt9Sn3,C1,-156.0833160624752,3
Pt9Sn3,C1H1,-173.77107762255764,9
Pt9Sn3,C1H2,-190.5859111857535,9
Pt9Sn3,C1H3,-207.81913066043126,9
Pt9Sn3,H1,-16.802635924319475,3
Pt9Sn3,H1N1,-292.681404644125,9
Pt9Sn3,H1S1,-349.8677760311293,9
Pt9Sn3,H2O1,-476.8766908998987,9
Pt9Sn3,N1,-275.11869544761794,2
Pt9Sn3,O1,-442.31008643835594,3
Pt9Sn3,S1,-333.6242646562205,3
Pt9Ta3,C1,-156.3257311246707,7
Pt9Ta3,H1,-16.548220913959085,7
Pt9Ta3,N1,-276.73723631519533,7
Pt9Ta3,O1,-445.0288873670397,7
Pt9Ta3,S1,-334.43453191102526,7
Pt9Tc3,C1,-157.09385951069999,7
Pt9Tc3,H1,-16.619796513565234,7
Pt9Tc3,H1O1,-460.4637187271728,9
Pt9Tc3,N1,-276.887746561064,7
Pt9Tc3,O1,-444.0014908203375,7
Pt9Tc3,S1,-334.4024525466448,7
Pt9Ti3,C1,-156.1958242502078,9
Pt9Ti3,H1,-16.75167743786733,9
Pt9Ti3,N1,-276.3936233409149,9
Pt9Ti3,O1,-443.9551547316587,9
Pt9Ti3,S1,-334.2995692974946,9
Pt9Tl3,C1,-156.89285854207264,5
Pt9Tl3,H1,-16.82424774960964,5
Pt9Tl3,N1,-275.82960128664126,5
Pt9Tl3,O1,-442.35676552652876,5
Pt9Tl3,S1,-333.817929707875,5
Pt9V3,C1,-156.5358813768944,3
Pt9V3,H1,-16.668967620265903,5
Pt9V3,N1,-276.7873592761025,3
Pt9V3,O1,-444.6032545197995,3
Pt9V3,S1,-334.37644104874926,3
Pt9W3,C1,-156.8293700296963,9
Pt9W3,H1,-16.752165746154787,9
Pt9W3,N1,-277.4366517392009,9
Pt9W3,O1,-445.3070033566946,9
Pt9W3,S1,-334.47736045231795,9
Pt9Y3,C1,-157.14027628112672,5
Pt9Y3,H1,-16.920799453957443,5
Pt9Y3,N1,-276.0310788626557,5
Pt9Y3,O1,-443.40390869421753,5
Pt9Y3,S1,-334.3217788208349,5
Pt9Zn3,C1,-156.88980610508588,3
Pt9Zn3,H1,-16.716998433927074,3
Pt9Zn3,H1O1,-459.6225943072932,18
Pt9Zn3,N1,-275.9603201487989,3
Pt9Zn3,O1,-442.5502424114602,3
Pt9Zn3,S1,-334.01998348494817,3
Pt9Zr3,C1,-155.9435084620527,3
Pt9Zr3,H1,-16.768347675853875,3
Pt9Zr3,N1,-276.11345602109213,3
Pt9Zr3,O1,-443.70308765555455,3
Pt9Zr3,S1,-334.23120423301225,3
Re12,C1,-157.69369582785657,4
Re12,C1H1,-174.86106076032956,12
Re12,C1H2,-191.77897716816733,8
Re12,C1H3,-208.05942228228741,8
Re12,H1,-16.970852617669152,4
Re12,H1N1,-293.4081506378607,4
Re12,H1S1,-351.18266180077626,4
Re12,N1,-278.1084714185454,4
Re12,O1,-444.91297217799365,4
Re12,S1,-335.0648932783115,4
Re3Rh9,C1,-157.31061342156318,7
Re3Rh9,H1,-16.823103238803014,7
Re3Rh9,H1O1,-460.6841623656255,36
Re3Rh9,N1,-277.43023992081726,7
Re3Rh9,O1,-444.4467181769178,7
Re3Rh9,S1,-334.7780575367542,7
Re3Ru9,C1,-157.5824253499195,7
Re3Ru9,H1,-16.959551457832276,7
Re3Ru9,H1O1,-460.4929309640902,36
Re3Ru9,N1,-277.7921926875315,7
Re3Ru9,O1,-444.57149339255557,7
Re3Ru9,S1,-334.94469705829397,7
Re3Sc9,C1,-158.00592482466163,7
Re3Sc9,H1,-17.543949940576567,7
Re3Sc9,N1,-278.98202854262854,7
Re3Sc9,O1,-447.34114668329494,7
Re3Sc9,S1,-335.72527179525423,5
Re3Sn9,C1,-156.63748596311416,3
Re3Sn9,H1,-17.9717723518188,5
Re3Sn9,N1,-277.0104855488389,4
Re3Sn9,O1,-445.15828824581695,5
Re3Sn9,S1,-335.03844326896433,3
Re3Ta9,C1,-159.00084308809892,3
Re3Ta9,H1,-17.698069776513876,3
Re3Ta9,N1,-280.354537819032,3
Re3Ta9,O1,-447.63635019749563,3
Re3Ta9,S1,-336.6409747270045,3
Re3Tc9,C1,-157.74993944533708,5
Re3Tc9,H1,-17.03444861501339,5
Re3Tc9,H1O1,-460.9199813883715,10
Re3Tc9,N1,-278.1933359695795,5
Re3Tc9,O1,-445.04575543178726,5
Re3Tc9,S1,-335.15059566785203,5
Re3Ti9,C1,-158.042131203576,3
Re3Ti9,H1,-17.630398058092396,3
Re3Ti9,N1,-279.5735037539125,3
Re3Ti9,O1,-447.32914047650047,3
Re3Ti9,S1,-335.88615243556706,3
Re3Tl9,C1,-157.2053954356852,3
Re3Tl9,H1,-19.072584395849844,3
Re3Tl9,N1,-278.26581607558546,3
Re3Tl9,O1,-445.5350463183204,3
Re3Tl9,S1,-336.09619016871875,3
Re3V9,C1,-158.25643500143997,5
Re3V9,H1,-18.221583196027495,5
Re3V9,N1,-279.78752087984685,6
Re3V9,O1,-447.2233261531437,5
Re3V9,S1,-336.17769860372573,6
Re3W9,C1,-158.3387457640929,9
Re3W9,H1,-17.388646545496158,9
Re3W9,N1,-278.992195259867,9
Re3W9,O1,-445.7955962712331,9
Re3W9,S1,-335.50724452767827,9
Re3Y9,C1,-158.67758450106703,9
Re3Y9,H1,-17.504012064589915,9
Re3Y9,N1,-279.34835771620783,9
Re3Y9,O1,-447.19967388223085,9
Re3Y9,S1,-335.97972775874587,9
Re3Zn9,C1,-157.16065638314467,5
Re3Zn9,H1,-17.158866681238578,5
Re3Zn9,H1O1,-460.31479912275245,18
Re3Zn9,N1,-277.1608767449143,5
Re3Zn9,O1,-444.0038673265517,5
Re3Zn9,S1,-333.8719708359422,5
Re3Zr9,C1,-158.38224520205767,3
Re3Zr9,H1,-17.646310595093382,4
Re3Zr9,N1,-279.51993433518146,3
Re3Zr9,O1,-447.2482301477139,3
Re3Zr9,S1,-336.0290885287941,3
Re6Rh6,C1,-157.57718906331866,11
Re6Rh6,H1,-16.971766511993337,12
Re6Rh6,H1O1,-460.81462353597453,60
Re6Rh6,N1,-277.9626567690757,12
Re6Rh6,O1,-444.7757088419603,12
Re6Rh6,S1,-335.00642785133095,12
Re6Ru6,C1,-157.72443557580482,12
Re6Ru6,H1,-17.00003369755359,13
Re6Ru6,H1O1,-460.67019068057925,60
Re6Ru6,N1,-278.0551288066963,12
Re6Ru6,O1,-444.8833670086897,12
Re6Ru6,S1,-335.11811248652884,12
Re6Sc6,C1,-158.07288074762982,8
Re6Sc6,H1,-17.19994934013812,8
Re6Sc6,N1,-278.5879777717346,8
Re6Sc6,O1,-446.11385707944646,8
Re6Sc6,S1,-335.5415247487872,8
Re6Sn6,C1,-157.94909915568132,8
Re6Sn6,H1,-17.106206394833862,10
Re6Sn6,N1,-277.1138892156996,8
Re6Sn6,O1,-444.19818068942186,8
Re6Sn6,S1,-333.89388130617954,8
Re6Ta6,C1,-158.30438907899588,8
Re6Ta6,H1,-17.32731984151178,9
Re6Ta6,N1,-278.48376864791135,8
Re6Ta6,O1,-445.9097466659805,8
Re6Ta6,S1,-335.4704401786039,8
Re6Tc6,C1,-157.79763174937762,10
Re6Tc6,H1,-17.037589352934447,10
Re6Tc6,H1O1,-460.83298809077314,14
Re6Tc6,N1,-278.2338719517793,10
Re6Tc6,O1,-445.05355856821916,10
Re6Tc6,S1,-335.1753302715515,10
Re6Ti6,C1,-158.60197032392534,8
Re6Ti6,H1,-17.396257025335217,9
Re6Ti6,N1,-278.9147267629669,8
Re6Ti6,O1,-445.89807012510573,8
Re6Ti6,S1,-335.9378509356029,8
Re6Tl6,C1,-157.81061824627614,8
Re6Tl6,H1,-17.533881184321217,10
Re6Tl6,N1,-278.2223438490073,8
Re6Tl6,O1,-445.4719846164953,8
Re6Tl6,S1,-335.27236171259574,8
Re6V6,C1,-158.20466833688624,8
Re6V6,H1,-17.259715335207147,8
Re6V6,N1,-278.44285170633157,8
Re6V6,O1,-445.69712779700785,8
Re6V6,S1,-335.4448144020789,8
Re6W6,C1,-158.09938531579974,8
Re6W6,H1,-17.261276180182904,9
Re6W6,N1,-278.5407333670628,8
Re6W6,O1,-445.4559705810352,8
Re6W6,S1,-335.34188489357985,8
Re6Y6,C1,-159.01949975710522,8
Re6Y6,H1,-17.167408198572957,10
Re6Y6,N1,-279.2930342516702,8
Re6Y6,O1,-446.34395667746867,8
Re6Y6,S1,-335.5107137070081,8
Re6Zn6,C1,-157.45101341381815,8
Re6Zn6,H1,-17.516441680520074,13
Re6Zn6,H1O1,-461.22866773511487,20
Re6Zn6,N1,-277.86421931583027,8
Re6Zn6,O1,-444.627579728236,8
Re6Zn6,S1,-334.71621504098584,8
Re6Zr6,C1,-158.8121935026611,8
Re6Zr6,H1,-17.46939932037276,9
Re6Zr6,N1,-279.0064755220046,8
Re6Zr6,O1,-445.9339560899789,8
Re6Zr6,S1,-336.0511674374902,8
Re9Rh3,C1,-157.88568234529885,7
Re9Rh3,H1,-17.140312735205953,7
Re9Rh3,H1O1,-461.0846889016575,54
Re9Rh3,N1,-278.2857123591857,7
Re9Rh3,O1,-445.1729909646929,6
Re9Rh3,S1,-335.33668126064003,7
Re9Ru3,C1,-157.86241089769464,7
Re9Ru3,H1,-17.019402216363233,7
Re9Ru3,H1O1,-460.84496069150555,54
Re9Ru3,N1,-278.2487357620448,7
Re9Ru3,O1,-445.05211201105703,7
Re9Ru3,S1,-335.2311844941323,7
Re9Sc3,C1,-158.415655611283,5
Re9Sc3,H1,-17.17378736329556,6
Re9Sc3,N1,-278.4400445799729,4
Re9Sc3,O1,-445.51292822523465,3
Re9Sc3,S1,-335.65382408914957,4
Re9Sn3,C1,-157.7700311066692,3
Re9Sn3,H1,-16.971097384066525,3
Re9Sn3,N1,-277.9919271022991,3
Re9Sn3,O1,-444.84455037776934,3
Re9Sn3,S1,-335.17223484058195,3
Re9Ta3,C1,-158.3790994300325,7
Re9Ta3,H1,-17.24668747701071,7
Re9Ta3,N1,-278.6525320179644,7
Re9Ta3,O1,-445.44675177235695,7
Re9Ta3,S1,-335.506967787911,7
Re9Tc3,C1,-157.86777303694544,7
Re9Tc3,H1,-17.031134812688833,7
Re9Tc3,H1O1,-460.7639247821826,12
Re9Tc3,N1,-278.2807445128892,6
Re9Tc3,O1,-445.0508047761723,7
Re9Tc3,S1,-335.2060969587801,7
Re9Ti3,C1,-158.17373824529932,7
Re9Ti3,H1,-17.164621344691113,7
Re9Ti3,N1,-278.50392969827226,7
Re9Ti3,O1,-445.4940648857628,7
Re9Ti3,S1,-335.36365903477054,7
Re9Tl3,C1,-157.92597070390548,7
Re9Tl3,H1,-16.984747702670575,7
Re9Tl3,N1,-279.1000772402258,7
Re9Tl3,O1,-445.00279613978637,7
Re9Tl3,S1,-335.2751301987919,7
Re9V3,C1,-158.05465796413773,7
Re9V3,H1,-17.196040424845705,6
Re9V3,N1,-278.44416710462974,7
Re9V3,O1,-445.4122301862735,7
Re9V3,S1,-335.26527450767026,7
Re9W3,C1,-157.97434710214293,9
Re9W3,H1,-17.142615362510696,9
Re9W3,N1,-278.3132142245704,9
Re9W3,O1,-445.1975752255021,8
Re9W3,S1,-335.2597662432963,9
Re9Y3,C1,-159.40582004596217,7
Re9Y3,H1,-17.33036329874085,7
Re9Y3,N1,-278.7748629710404,7
Re9Y3,O1,-445.6248618445934,7
Re9Y3,S1,-335.9250087951041,7
Re9Zn3,C1,-157.84146561525267,9
Re9Zn3,H1,-17.029059672553558,10
Re9Zn3,H1O1,-460.9037002731784,18
Re9Zn3,N1,-278.216994499111,9
Re9Zn3,O1,-445.1652817075301,10
Re9Zn3,S1,-335.3290647942995,9
Re9Zr3,C1,-158.4697853124053,7
Re9Zr3,H1,-17.25873014705212,7
Re9Zr3,N1,-278.6779390149568,7
Re9Zr3,O1,-445.64039192558994,7
Re9Zr3,S1,-335.70173734962736,7
Rh12,C1,-157.14994298918828,4
Rh12,C1H1,-174.35356545797913,4
Rh12,H1,-16.74314258731829,4
Rh12,H1N1,-293.64723897231306,4
Rh12,H1O1,-459.6899871090245,4
Rh12,H1S1,-350.72002732192414,4
Rh12,N1,-276.72753885826387,4
Rh12,O1,-443.1086259948861,4
Rh12,S1,-334.40868082423185,4
Rh3Ru9,C1,-157.5198929095095,7
Rh3Ru9,C1H1,-174.7628073920896,7
Rh3Ru9,C1H2,-191.0788722076868,8
Rh3Ru9,C1H3,-208.04399016226307,8
Rh3Ru9,H1,-16.89589872475335,7
Rh3Ru9,H1N1,-294.5117649102067,9
Rh3Ru9,H1O1,-460.37129539792295,36
Rh3Ru9,H1S1,-351.29572605313297,9
Rh3Ru9,H2O1,-476.92923608213823,9
Rh3Ru9,N1,-277.5329106490535,7
Rh3Ru9,O1,-444.230607407113,7
Rh3Ru9,S1,-334.7822705392646,7
Rh3Sc9,C1,-158.0381625592927,7
Rh3Sc9,H1,-17.612823857936746,6
Rh3Sc9,N1,-279.61918840205544,6
Rh3Sc9,O1,-447.7124506420696,7
Rh3Sc9,S1,-336.1047631152069,7
Rh3Sn9,C1,-155.62763967054343,5
Rh3Sn9,C1H1,-172.71581716299988,9
Rh3Sn9,C1H2,-190.16366642792127,9
Rh3Sn9,C1H3,-207.74865562524428,9
Rh3Sn9,H1,-16.56943817418869,5
Rh3Sn9,H1N1,-292.83375029783565,9
Rh3Sn9,H1S1,-349.7149607089341,9
Rh3Sn9,H2O1,-476.9491535906236,9
Rh3Sn9,N1,-275.878700147121,5
Rh3Sn9,O1,-443.6964720239084,5
Rh3Sn9,S1,-333.2730503179191,3
Rh3Ta9,C1,-158.44548990043768,3
Rh3Ta9,H1,-17.499786953019793,3
Rh3Ta9,N1,-279.69547728546604,3
Rh3Ta9,O1,-446.82358466554433,3
Rh3Ta9,S1,-335.8253756736485,3
Rh3Tc9,C1,-157.70107922869283,5
Rh3Tc9,H1,-17.158799333061324,5
Rh3Tc9,H1O1,-461.2880137224638,9
Rh3Tc9,N1,-278.13767073005874,5
Rh3Tc9,O1,-445.11085649076995,5
Rh3Tc9,S1,-335.24595877894535,5
Rh3Ti9,C1,-157.85187682677497,3
Rh3Ti9,H1,-17.741749081727903,3
Rh3Ti9,N1,-279.69413195464585,3
Rh3Ti9,O1,-447.41993561259005,3
Rh3Ti9,S1,-335.96159395648283,3
Rh3Tl9,C1,-155.63163729494772,4
Rh3Tl9,H1,-16.920728568304185,4
Rh3Tl9,N1,-275.4275637024657,3
Rh3Tl9,O1,-442.9753234118325,3
Rh3Tl9,S1,-333.4708679628093,3
Rh3V9,C1,-157.8843804166354,7
Rh3V9,H1,-17.53202972176223,6
Rh3V9,N1,-279.2334183273888,7
Rh3V9,O1,-446.632013801991,7
Rh3V9,S1,-335.55444158453975,7
Rh3W9,C1,-158.09797059595076,8
Rh3W9,H1,-17.330880587145657,8
Rh3W9,N1,-278.82645629907347,9
Rh3W9,O1,-445.81618834991605,9
Rh3W9,S1,-335.3800597440022,9
Rh3Y9,C1,-158.22679078379952,5
Rh3Y9,H1,-17.697293979959795,5
Rh3Y9,N1,-279.79587980880024,5
Rh3Y9,O1,-448.0860238942114,6
Rh3Y9,S1,-336.22004101364655,5
Rh3Zn9,C1,-154.94197130161047,4
Rh3Zn9,H1,-16.505549246292503,3
Rh3Zn9,H1O1,-460.25881564608426,18
Rh3Zn9,N1,-275.11663840305846,4
Rh3Zn9,O1,-443.1357572412235,3
Rh3Zn9,S1,-333.3161753272361,4
Rh3Zr9,C1,-158.4928847840565,4
Rh3Zr9,H1,-17.555924990330823,3
Rh3Zr9,N1,-279.6847755924173,4
Rh3Zr9,O1,-447.28215104250194,3
Rh3Zr9,S1,-336.03731534647886,3
Rh6Ru6,C1,-157.39263002916778,12
Rh6Ru6,C1H1,-174.62772668116304,10
Rh6Ru6,C1H2,-190.98266377495383,9
Rh6Ru6,C1H3,-207.88000524727977,10
Rh6Ru6,H1,-16.834286029123177,13
Rh6Ru6,H1N1,-294.1972301567912,10
Rh6Ru6,H1O1,-460.3369704140896,60
Rh6Ru6,H1S1,-350.82210198480243,11
Rh6Ru6,H2O1,-476.967458008261,10
Rh6Ru6,N1,-277.2958960941687,12
Rh6Ru6,O1,-443.8445426331564,12
Rh6Ru6,S1,-334.6753721143723,11
Rh6Sc6,C1,-156.80979484042473,8
Rh6Sc6,H1,-17.074374245876243,9
Rh6Sc6,N1,-277.1551981372613,8
Rh6Sc6,O1,-445.634717535715,8
Rh6Sc6,S1,-334.81297654510126,8
Rh6Sn6,C1,-155.45805002682027,8
Rh6Sn6,C1H1,-172.72300668272874,10
Rh6Sn6,C1H2,-189.72929437263883,10
Rh6Sn6,C1H3,-207.36190471623922,10
Rh6Sn6,H1,-16.251277367809962,8
Rh6Sn6,H1N1,-292.4118021440845,10
Rh6Sn6,H1S1,-349.19540913085075,10
Rh6Sn6,H2O1,-476.8166659885137,10
Rh6Sn6,N1,-275.0236028176769,8
Rh6Sn6,O1,-442.55935890533874,8
Rh6Sn6,S1,-332.9625201278068,8
Rh6Ta6,C1,-157.68121600692757,8
Rh6Ta6,H1,-17.148564587358123,9
Rh6Ta6,N1,-278.8078407192588,8
Rh6Ta6,O1,-445.9430871419463,8
Rh6Ta6,S1,-335.42834892975225,8
Rh6Tc6,C1,-157.4619280359475,10
Rh6Tc6,H1,-16.996199477514892,10
Rh6Tc6,H1O1,-460.8047973692046,13
Rh6Tc6,N1,-277.7529625796451,10
Rh6Tc6,O1,-444.6111511273448,10
Rh6Tc6,S1,-334.9210449234415,8
Rh6Ti6,C1,-156.93307397417448,8
Rh6Ti6,H1,-16.965374285809958,8
Rh6Ti6,N1,-278.4671658941552,8
Rh6Ti6,O1,-446.11222534881017,8
Rh6Ti6,S1,-335.1984505599139,8
Rh6Tl6,C1,-156.22053626846537,8
Rh6Tl6,H1,-16.5755999199464,9
Rh6Tl6,N1,-275.92909114015856,8
Rh6Tl6,O1,-442.64467897493887,8
Rh6Tl6,S1,-333.4922275385725,8
Rh6V6,C1,-157.4661202217394,8
Rh6V6,H1,-17.135999322686985,9
Rh6V6,N1,-278.4707056870284,8
Rh6V6,O1,-445.65533056716595,8
Rh6V6,S1,-335.1371027671048,8
Rh6W6,C1,-157.48152757939897,8
Rh6W6,H1,-17.08308433773709,9
Rh6W6,N1,-278.1441679921845,8
Rh6W6,O1,-445.2973487576928,8
Rh6W6,S1,-335.2131358634979,8
Rh6Y6,C1,-157.19365195481078,8
Rh6Y6,H1,-17.134244188429875,8
Rh6Y6,N1,-277.4644530658661,8
Rh6Y6,O1,-445.59230410408054,8
Rh6Y6,S1,-334.9187719565416,8
Rh6Zn6,C1,-156.99993506547617,8
Rh6Zn6,H1,-16.854969129883102,11
Rh6Zn6,H1O1,-459.9278905237734,14
Rh6Zn6,N1,-276.24175279797055,8
Rh6Zn6,O1,-442.96205405260844,10
Rh6Zn6,S1,-333.89414716140163,8
Rh6Zr6,C1,-157.101209577595,8
Rh6Zr6,H1,-16.976227546263544,9
Rh6Zr6,N1,-278.4989006263604,8
Rh6Zr6,O1,-446.26669457891694,8
Rh6Zr6,S1,-335.36560369632207,8
Rh9Ru3,C1,-157.28766197984805,7
Rh9Ru3,C1H1,-174.51352376844807,9
Rh9Ru3,C1H2,-190.8424477316621,9
Rh9Ru3,C1H3,-207.8168700747192,9
Rh9Ru3,H1,-16.783514212762384,7
Rh9Ru3,H1N1,-293.94434388196896,9
Rh9Ru3,H1O1,-460.1251355050881,36
Rh9Ru3,H1S1,-350.38226098559244,9
Rh9Ru3,H2O1,-476.9857696369254,9
Rh9Ru3,N1,-277.0450861839927,7
Rh9Ru3,O1,-443.49876921105897,7
Rh9Ru3,S1,-334.54047385576996,7
Rh9Sc3,C1,-158.03162230318412,3
Rh9Sc3,H1,-17.039152646942966,3
Rh9Sc3,N1,-277.4793884420724,4
Rh9Sc3,O1,-444.16374454707693,4
Rh9Sc3,S1,-335.13581879795674,3
Rh9Sn3,C1,-157.38166492991877,3
Rh9Sn3,C1H1,-174.32655326144595,9
Rh9Sn3,C1H2,-190.56585979726515,9
Rh9Sn3,C1H3,-207.56341576225896,9
Rh9Sn3,H1,-16.877811998179823,5
Rh9Sn3,H1N1,-293.4527498239004,9
Rh9Sn3,H1S1,-350.0254172922505,9
Rh9Sn3,H2O1,-476.8283823940619,9
Rh9Sn3,N1,-276.6353368936252,3
Rh9Sn3,O1,-442.92480724642155,3
Rh9Sn3,S1,-334.15058751505785,3
Rh9Ta3,C1,-157.35897716651016,3
Rh9Ta3,H1,-17.0311798475268,3
Rh9Ta3,N1,-277.043447242344,3
Rh9Ta3,O1,-444.5066409095598,3
Rh9Ta3,S1,-334.8014195982578,3
Rh9Tc3,C1,-157.25725203386537,3
Rh9Tc3,H1,-16.832489397500467,3
Rh9Tc3,H1O1,-460.3559364765315,9
Rh9Tc3,N1,-277.26426898298087,3
Rh9Tc3,O1,-443.9337539306507,3
Rh9Tc3,S1,-334.661611181491,3
Rh9Ti3,C1,-157.62863082395052,3
Rh9Ti3,H1,-17.02771828738696,3
Rh9Ti3,N1,-277.0847376601632,3
Rh9Ti3,O1,-444.324973901279,4
Rh9Ti3,S1,-334.81928115063056,4
Rh9Tl3,C1,-157.64143840599354,4
Rh9Tl3,H1,-16.890760535196023,3
Rh9Tl3,N1,-276.9735655513796,3
Rh9Tl3,O1,-443.1347770871798,3
Rh9Tl3,S1,-334.32733361668215,3
Rh9V3,C1,-157.2054807433742,7
Rh9V3,H1,-16.95889117360275,7
Rh9V3,N1,-277.27390494217616,7
Rh9V3,O1,-444.41511229061507,7
Rh9V3,S1,-334.71247837374904,7
Rh9W3,C1,-157.00061943177207,7
Rh9W3,H1,-16.910430964304396,7
Rh9W3,N1,-277.36502634275894,7
Rh9W3,O1,-444.8246394000271,7
Rh9W3,S1,-334.9093970905742,7
Rh9Y3,C1,-158.38524825037894,7
Rh9Y3,H1,-17.19797324944375,7
Rh9Y3,N1,-277.69818769660196,7
Rh9Y3,O1,-444.162353092961,7
Rh9Y3,S1,-335.47527060740686,7
Rh9Zn3,C1,-157.5256912472396,3
Rh9Zn3,H1,-16.84239080374391,3
Rh9Zn3,H1O1,-459.9190375721446,18
Rh9Zn3,N1,-277.09878199960076,3
Rh9Zn3,O1,-443.3279326056654,3
Rh9Zn3,S1,-334.5605087813674,3
Rh9Zr3,C1,-157.9530684802412,4
Rh9Zr3,H1,-17.09510265359495,3
Rh9Zr3,N1,-276.8655461535309,3
Rh9Zr3,O1,-444.28678381247664,3
Rh9Zr3,S1,-335.0986054617788,3
Ru12,C1,-157.47698042109187,4
Ru12,C1H1,-174.7411917572026,4
Ru12,H1,-16.870033215927833,4
Ru12,H1N1,-292.52577498454775,2
Ru12,H1S1,-350.82520993300204,4
Ru12,N1,-277.4259656926988,4
Ru12,O1,-444.0801260053122,4
Ru12,S1,-334.71664566113395,4
Ru3Sc9,C1,-158.0945233217899,7
Ru3Sc9,H1,-17.59631988151159,7
Ru3Sc9,N1,-279.39980247009225,7
Ru3Sc9,O1,-447.62825290600085,7
Ru3Sc9,S1,-336.0088190410679,7
Ru3Sn9,C1,-155.9995399668005,5
Ru3Sn9,C1H1,-173.39350797052975,9
Ru3Sn9,C1H2,-190.67955548978716,9
Ru3Sn9,C1H3,-207.9584019244794,9
Ru3Sn9,H1,-16.861149515443685,5
Ru3Sn9,H1N1,-293.4358023019122,9
Ru3Sn9,H1S1,-350.05806455821585,9
Ru3Sn9,H2O1,-476.9635077316634,9
Ru3Sn9,N1,-276.1643580439195,6
Ru3Sn9,O1,-443.2358955420241,5
Ru3Sn9,S1,-333.48682254139567,4
Ru3Ta9,C1,-158.79674369524946,3
Ru3Ta9,H1,-17.674273965556495,3
Ru3Ta9,N1,-280.0943497775261,3
Ru3Ta9,O1,-447.2714648599467,3
Ru3Ta9,S1,-336.30836385945804,3
Ru3Tc9,C1,-157.7144476373578,9
Ru3Tc9,H1,-17.051235045608337,9
Ru3Tc9,H1O1,-461.07294011455815,10
Ru3Tc9,N1,-278.108603529814,9
Ru3Tc9,O1,-445.0053477512556,9
Ru3Tc9,S1,-335.13183273838877,9
Ru3Ti9,C1,-157.9551067489483,3
Ru3Ti9,H1,-17.586777665528643,3
Ru3Ti9,N1,-279.74056722881505,3
Ru3Ti9,O1,-447.45159129572494,3
Ru3Ti9,S1,-336.0320172900356,3
Ru3Tl9,C1,-156.68095233924396,3
Ru3Tl9,H1,-17.043257212088065,3
Ru3Tl9,N1,-276.6195506174554,3
Ru3Tl9,O1,-443.5008565963144,3
Ru3Tl9,S1,-334.0884545377703,3
Ru3V9,C1,-158.11268283881145,3
Ru3V9,H1,-17.70766287778315,3
Ru3V9,N1,-279.2290167499923,3
Ru3V9,O1,-446.9865898346543,3
Ru3V9,S1,-335.92439545051093,3
Ru3W9,C1,-158.01024980201692,9
Ru3W9,H1,-17.29703207464263,8
Ru3W9,N1,-278.72764210421883,8
Ru3W9,O1,-445.7799614264077,9
Ru3W9,S1,-335.3287488701353,9
Ru3Y9,C1,-158.34731354042015,9
Ru3Y9,H1,-17.69344941959207,9
Ru3Y9,N1,-279.1949350359246,9
Ru3Y9,O1,-447.76998299069237,9
Ru3Y9,S1,-336.2427170761657,9
Ru3Zn9,C1,-155.85381429855624,5
Ru3Zn9,H1,-16.81539126050484,5
Ru3Zn9,H1O1,-460.0944549418855,18
Ru3Zn9,N1,-275.770590135362,5
Ru3Zn9,O1,-443.1277838975875,5
Ru3Zn9,S1,-333.48375173672684,4
Ru3Zr9,C1,-158.65449741060002,5
Ru3Zr9,H1,-17.880503737647814,5
Ru3Zr9,N1,-279.69984362411924,5
Ru3Zr9,O1,-447.3360216912515,5
Ru3Zr9,S1,-336.130009565044,5
Ru6Sc6,C1,-158.11579309998706,8
Ru6Sc6,H1,-17.28745176272787,10
Ru6Sc6,N1,-278.0183658189235,8
Ru6Sc6,O1,-445.44459091636236,8
Ru6Sc6,S1,-335.4499570815133,8
Ru6Sn6,C1,-156.14454820690298,8
Ru6Sn6,C1H1,-173.3031630467849,10
Ru6Sn6,C1H2,-190.080739327419,10
Ru6Sn6,C1H3,-207.5886367694511,10
Ru6Sn6,H1,-16.61072804777723,8
Ru6Sn6,H1N1,-292.9888830775344,10
Ru6Sn6,H1S1,-349.7523186736107,10
Ru6Sn6,H2O1,-476.7957480535042,10
Ru6Sn6,N1,-276.06987249994927,8
Ru6Sn6,O1,-442.8910357421337,8
Ru6Sn6,S1,-333.4139338564564,8
Ru6Ta6,C1,-157.5274342724333,8
Ru6Ta6,H1,-17.037712484449003,10
Ru6Ta6,N1,-278.9108796175133,8
Ru6Ta6,O1,-446.17977393572437,8
Ru6Ta6,S1,-335.4782777374421,8
Ru6Tc6,C1,-157.69699983408645,8
Ru6Tc6,H1,-17.012806857197575,8
Ru6Tc6,H1O1,-460.8109338083814,13
Ru6Tc6,N1,-277.93683479847095,8
Ru6Tc6,O1,-444.7845756713941,8
Ru6Tc6,S1,-335.03916001681864,8
Ru6Ti6,C1,-157.45014414616162,7
Ru6Ti6,H1,-17.228593403364357,10
Ru6Ti6,N1,-278.0088067318866,8
Ru6Ti6,O1,-445.91218929585375,7
Ru6Ti6,S1,-335.1924277282669,7
Ru6Tl6,C1,-157.42749475080564,8
Ru6Tl6,H1,-16.77376587055187,9
Ru6Tl6,N1,-277.0228646876458,8
Ru6Tl6,O1,-443.36263324266474,8
Ru6Tl6,S1,-333.98604082105885,8
Ru6V6,C1,-157.59896497325826,8
Ru6V6,H1,-17.058942670086253,10
Ru6V6,N1,-278.5926030267037,8
Ru6V6,O1,-445.8359299367985,8
